SHIP'S NAME,AKA,SHIP'S OWNER,VESSEL TYPE,YEAR BUILT,WHERE BUILT,DATE LOST,YEAR,MNTH,DAY,LOCATION LOST,LATITUDE,LONGITUDE,LATITUDE_BACKUP,LONGITUDE_BACKUP,CAUSE OF LOSS,CONSTRUCTION,FLAG,LENGTH,BEAM,DRAFT,GROSS TONNAGE,NET TONNAGE,HOME (HAILING) PORT,DEPARTURE PORT,DESTINATION PORT,MASTER,# CREW,# PASS,LIVES LOST,SHIP VALUE,CARGO VALUE,NATURE OF CARGO,USLSS STATION NAME,MAP,LOST,PHOTO ON FILE,MISC INFORMATION,LAT,LON
May Williams,,P B Read,Schooner,1882.0,"Camden, NJ",1894-02-13,1894.0,2,13,Hereford Inlet N bar,,,39.01094,-74.7834445,Stranded,,,144.5,34.8,15.1,549.0,525.35,"Camden, NJ","Rockport, ME","New Castle, DE",L H Reed,8.0,,0.0,12000.0,800.0,Ice,,N,N,N,#91503; Refloated,39.01094,-74.7834445
Georgie Clark,,E S Bartlett,Schooner,1871.0,"Coopers Point, NJ",1894-02-19,1894.0,2,19,Spermaceti Cove LSS N 2 mi,,,40.4225619,-73.9874105,Grounded,Wood,US,129.9,31.2,8.0,365.12,346.86,"Philadelphia, PA","Wilmington, NC","New York, NY",Bartlett,7.0,,0.0,8000.0,6000.0,Lumber,Spermaceti Cove #2,N,N,N,#85243; Refloated; No loss,40.4225619,-73.9874105
John Anna (1894A),,,Schooner,1866.0,"Somers Point, NJ",1894-04-06,1894.0,4,6,Corsons Inlet bar,,,39.2158381,-74.6438383,Stranded,,,52.5,18.7,4.5,29.36,27.89,"Somers Point, NJ","Wye River, MD","Corsons Bay, NJ",Bailey,4.0,0.0,0.0,1000.0,500.0,Oysters,,N,N,N,#12906; Refloated,39.2158381,-74.6438383
Eugene H Cathrall (1894),,,Schooner,1883.0,"Milton, DE",1894-11-30,1894.0,11,30,Turtle Gut LSS WSW 1 mi,,,38.9706363,-74.8426944,Stranded,Wood,US,61.0,21.5,5.0,42.0,28.0,"Bridgeton, NJ","Cape May, NJ","Philadelphia, PA",Smith,3.0,,0.0,2000.0,35.0,Sand,Turtle Gut,N,N,N,#135658; Refloated,38.9706363,-74.8426944
John D Paige,,A C Haley,Schooner 3 masted,1872.0,"Camden, NJ",1894-04-13,1894.0,4,13,Sandy Hook Point,,,40.4716971,-74.0167147,Grounded,Wood,,127.0,31.0,9.6,397.75,377.86,"Bridgeton, NJ","Kennebec, ME","Philadelphia, PA",Alfred Haley,8.0,,0.0,6000.0,1250.0,Ice,Sandy Hook,N,N,N,#75399; Refloated,40.4716971,-74.0167147
John Anna (1894B),,,Schooner,1866.0,"Somers Point, NJ",1894-04-23,1894.0,4,23,Corsons Inlet bar,,,39.2158381,-74.6438383,Stranded,,,52.5,18.7,4.5,29.36,27.89,"Somers Point, NJ","Hampton, VA","Ludlams Bay, NJ",Bailey,3.0,0.0,0.0,1000.0,550.0,Oysters,,N,N,N,#12906; Refloated,39.2158381,-74.6438383
A F Crockett,,,Schooner,1881.0,"Bath, ME",1894-05-21,1894.0,5,21,Harvey Cedars NE .5 mi,,,39.706231,-74.1340253,Stranded,Wood,US,141.0,31.0,1.0,434.0,412.0,"Rockland, ME","Brunswick, GA","New York, NY",Thorndike,7.0,0.0,0.0,16000.0,7000.0,Lumber,Harvey Cedars,,,N,#106034; Total loss,39.706231,-74.1340253
F W Vosburg,,,Steamship,1882.0,"Athens, NY",1895-03-10,1895.0,3,10,Sandy Hook Romer Shoal,,,41.4218208,-73.2833176,Stranded,,US,90.0,21.0,9.0,94.32,47.16,"New York, NY","New York, NY","Sandy Hook, NJ",Cutler,7.0,,0.0,20000.0,,,Sandy Hook,Y,Y,N,#120563; Total loss; towing a dump scow,41.4218208,-73.2833176
Centennial (1895),,,Schooner,1876.0,"Mays Landing, NJ",1895-05-13,1895.0,5,13,Absecon Inlet outer bar,,,39.3740643,-74.4097029,Stranded,,,82.4,28.4,5.9,113.22,107.56,"Baltimore, MD","Haverstraw, NY","Atlantic City, NJ",Thorington,3.0,,0.0,3000.0,800.0,Brick,,N,N,N,#125480; Refloated,39.3740643,-74.4097029
F R Sharp,F A Sharp,,Schooner,1892.0,"Tottenville, NY",1895-11-11,1895.0,11,11,Sandy Hook Point,,,40.4716971,-74.0167147,Stranded,,,124.3,26.0,8.7,199.89,189.9,"New York, NY","Deal, NJ","New York, NY",Haggarty,6.0,,0.0,10000.0,8000.0,"Pitch, sugar & coconuts",Sandy Hook,N,N,N,"#120923; Refloated; Salvaging cargo of ""Irrawaddy""",40.4716971,-74.0167147
Henry B Metcalf,H B Metcalf,,Schooner,1856.0,"Bristol, RI",1895-10-09,1895.0,10,9,Absecon bar,,,39.4284503,-74.4957076,Stranded,,US,105.0,28.3,8.3,160.0,152.46,"Bangor, ME","Bangor, ME","Atlantic City, NJ",Harper,4.0,,0.0,4000.0,2250.0,Lumber,Absecon & Atlantic City,Y,Y,N,#11056; Total loss,39.4284503,-74.4957076
E F C Young (1895),John N Sherwood,,Schooner,1883.0,"Athens, NY",1895-11-03,1895.0,11,3,Absecon Beach North Point,,,39.4284503,-74.4957076,Stranded,Wood,US,93.8,27.2,6.7,113.43,107.76,"Baltimore, MD","Atlantic City, NJ","Hampton Roads, VA",E D Gladding,5.0,,0.0,6000.0,,,Atlantic City,N,N,N,#76443; Refloated,39.4284503,-74.4957076
E Waterman,,,Schooner,1868.0,"Washington, NJ",1895-08-10,1895.0,8,10,Absecon Inlet,,,39.3740643,-74.4097029,Stranded,,,91.1,23.6,7.8,107.0,102.11,"Calais, ME","Calais, ME","Atlantic City, NJ",Huntley,6.0,,0.0,5000.0,4000.0,Lumber,,N,N,N,#7008; Refloated,39.3740643,-74.4097029
Margaret (1895),,,Schooner,1869.0,"Cherryfield, ME",1895-03-18,1895.0,3,18,Sandy Hook Romer Shoal,,,41.4218208,-73.2833176,Stranded,,,82.7,27.4,7.5,117.07,111.22,"Machias, ME","Norfolk, VA","New York, NY",Robinson,5.0,,0.0,3000.0,3740.0,Corn,,N,N,N,#90067; Refloated,41.4218208,-73.2833176
Edith (1895),,,Schooner,1866.0,"Columbia, ME",1895-10-31,1895.0,10,31,Little Beach LSS S 1 mi,39.44335,-74.32489,20.6349333,-156.4518024,Grounded,Wood,US,102.1,28.6,9.5,198.0,187.63,"Boston, MA","Boston, MA","Wilmington, NC",Betts,6.0,,0.0,5000.0,5500.0,Guano,,A,Y,N,#8083; Total loss,39.44335,-74.32489
Battler,,Frank L Neall,Tug steam,1881.0,"Philadelphia, PA",1895-04-28,1895.0,4,28,"Ocean Grove, NJ",,,40.2120575,-74.0065258,Broker shaft; lost prop,Iron,,108.4,22.0,9.4,138.56,76.52,"Philadelphia, PA","New York, NY","Philadelphia, PA",S H Beers,9.0,0.0,0.0,20000.0,,,,N,N,N,#3141; Towed to Jersey City,40.2120575,-74.0065258
Marion F Sprague,,,Schooner 3 masted,1889.0,"East Boston, MA",1895-02-10,1895.0,2,10,Five Fathom Bank,,,-32.1944444,115.6113889,Crushed by ice,Wood,US,171.0,34.9,19.8,787.0,747.0,"Boston, MA","Hampton Roads, VA","New Haven, CT",,8.0,,2.0,,,Coal,,Y,Y,N,#92144; Total loss,-32.1944444,115.6113889
D M Anthony (1895B),,,Schooner,1873.0,"Fall River, MA",1895-10-10,1895.0,10,10,Forked River LSS N 1.75 mi,,,39.8398413,-74.1901399,Stranded,Wood,US,146.7,36.7,15.5,555.91,528.12,"Boston, MA","Rockport, ME","Philadelphia, PA",Moore,6.0,,0.0,12000.0,2800.0,Paving stones,Cedar Creek,N,N,N,#6798; Refloated,39.8398413,-74.1901399
Lester A Lewis (1895),,Crosby Bros,Schooner,1877.0,"Brewer, ME",1895-04-20,1895.0,4,20,Sandy Hook Romer Shoal,,,41.4218208,-73.2833176,Stranded,Wood,US,124.0,29.3,9.9,249.0,,"Bangor, ME","Norfolk, VA","New York, NY",Burgess,6.0,,0.0,5000.0,3000.0,Lumber,Sandy Hook,N,N,N,#140256; Refloated; Badly damaged,41.4218208,-73.2833176
D M Anthony (1895A),,,Schooner,1873.0,"Fall River, MA",1895-01-13,1895.0,1,13,Sandy Hook Romer Shoal,,,41.4218208,-73.2833176,Stranded,Wood,US,146.7,36.7,15.5,555.91,528.12,"Boston, MA","Philadelphia, PA","Boston, MA",Moore,8.0,,0.0,25000.0,,Coal,Sandy Hook #1,N,N,N,#6798; Refloated,41.4218208,-73.2833176
Bea Bellido,,Short Brothers,Steamship,1893.0,"Sunderland, England",1895-02-24,1895.0,2,24,Brigantine Shoal,39.39701,-74.36771,39.387617,-74.3345893,Stranded,,England,277.0,37.2,14.3,1914.0,1202.0,"New Castle, England","Philadelphia, PA","New York, NY",Young,27.0,0.0,0.0,100000.0,,,Brigantine & So Brigantine,N,N,N,#101825; Refloated,39.39701,-74.36771
Mary Ella (1895),,,Schooner,1868.0,"Leesburg, NJ",1895-05-11,1895.0,5,11,Absecon Inlet North shoal,,,39.3740643,-74.4097029,Wrecked,Wood,US,50.8,18.1,5.6,28.92,27.47,"Somers Point, NJ",Hampton Bar,"Atlantic City, NJ",Swift,3.0,,0.0,1000.0,800.0,Oysters,Atlantic City,Y,Y,N,#16567; Total loss,39.3740643,-74.4097029
E Arcularis,,,Schooner,1851.0,"South Thomaston, ME",1895-09-15,1895.0,9,15,Sandy Hook Point,,,40.4716971,-74.0167147,Stranded in storm,,,79.0,22.0,8.3,100.0,94.9,"Rockland, ME","Philadelphia, PA","Rockland, ME",White,5.0,,0.0,1000.0,825.0,Coal,Sandy Hook,N,N,N,#8120; Refloated,40.4716971,-74.0167147
Havel,,,Steamer 3 masted,1890.0,"Stettin, Germany",1895-03-07,1895.0,3,7,Sandy Hook NE 2.5 mi,,,41.4218208,-73.2833176,Stranded,Steel,Germany,463.0,51.9,34.2,6963.0,3639.0,"Bremen, Germany","Bremen, Germany","New York, NY",Gungst,,680.0,0.0,1300000.0,500000.0,Passengers & cargo,Sandy Hook Sta,N,N,N,Refloated,41.4218208,-73.2833176
Spartan (1895),,Philadelphia & Boston SS Co,Steamship,1883.0,"Wilmington, DE",1895-03-26,1895.0,3,26,Hereford Inlet E 5.5 mi,,,39.01094,-74.7834445,Struck sunken wreck,Iron,US,222.5,37.9,16.5,1596.42,1194.42,"Boston, MA","Philadelphia, PA","Boston, MA",L B Crowell,29.0,,0.0,90000.0,100000.0,1200 ton general merchandise,,N,N,N,#11591; Made port w/ damage,39.01094,-74.7834445
Howard B Peck,,William L Peck,Schooner,1890.0,"New London, CT",1895-04-20,1895.0,4,20,Hereford Inlet,,,39.01094,-74.7834445,"Struck on wreck of  ""M F Sprague""",Wood,US,150.0,35.0,12.0,472.32,448.71,"New London, CT","Providence, RI","Philadelphia, PA",C W Hamilton,7.0,0.0,0.0,20000.0,,in ballast,,,,N,#96070,39.01094,-74.7834445
Norwood,,E Roy,Ship,1891.0,"Maitland, NS",1895-10-17,1895.0,10,17,Long Beach LSS NE 1.75 mi,,,33.7700504,-118.1937395,Stranded,Wood,Canada,235.3,42.7,24.0,1795.0,1597.0,"Maitland, NS","Chochin, India","New York, NY",Alex Douglas,21.0,2.0,0.0,38000.0,160000.0,Coconut oil,Long Beach & Ship Bottom,N,N,N,Refloated,33.7700504,-118.1937395
Manitoba,,,Steamship,1887.0,"West Hartford, CT",1895-11-18,1895.0,11,18,Long Beach LSS NE 1.75 mi,,,33.7700504,-118.1937395,Grounded,,,275.0,37.0,19.2,2127.0,1386.0,"London, England","Buenos Aries, Arg","New York, NY",Wellington,33.0,,0.0,48000.0,136610.0,General,,N,N,N,Refloated,33.7700504,-118.1937395
Elva G Harvey (1895),,,Yacht steam,1890.0,"Bordentown, NJ",1895-05-11,1895.0,5,11,Hereford Inlet,,,39.01094,-74.7834445,Stranded,,US,45.6,12.4,5.9,17.32,13.41,"Philadelphia, PA",,Fishing trip,Brower,5.0,,0.0,3000.0,,,Hereford Inlet,N,N,N,#136119; Refloated,39.01094,-74.7834445
Frank C Barker,,,Sloop,1871.0,"Greenport, NY",1895-10-08,1895.0,10,8,Sandy Hook point,,,40.4716971,-74.0167147,Stranded,,US,49.3,18.5,5.0,23.97,22.78,"Perth Amboy, NJ",,Fishing trip,Walling,9.0,,0.0,1000.0,,,Sandy Hook,N,N,N,#9955; Refloated,40.4716971,-74.0167147
Yonkers,,,Schooner - Barge,1864.0,"Bath, ME",1895-11-19,1895.0,11,19,Barnegat,,,39.7649223,-74.2693297,Foundered,Wood,,187.1,38.0,3.5,1265.41,1219.8,"New York, NY","Norfolk, VA","Boston, MA",,,,,,,Coal,,,,N,#27642,39.7649223,-74.2693297
Ivanhoe (1895),,,Tug steam,1883.0,"Philadelphia, PA",1895-11-11,1895.0,11,11,Sandy Hook point,,,40.4716971,-74.0167147,Stranded,Steel,,85.3,19.0,9.4,94.52,47.26,"Philadelphia, PA","Deal, NJ","New York, NY",,7.0,,0.0,10000.0,,,Sandy Hook,N,N,N,"Towing ""Irrawaddy""",40.4716971,-74.0167147
D B Mayhew,,,Schooner,1871.0,"Bristol, ME",1895-05-17,1895.0,5,17,Barnegat Inlet,,,39.7660179,-74.1016824,Stranded,,,49.5,15.5,6.6,23.51,22.33,"New York, NY",,,Patterson,6.0,,0.0,1000.0,,Ice,Barnegat & Forked River,N,N,N,#6715; Refloated,39.7660179,-74.1016824
Cornelia M Kingsland,,,Schooner,1880.0,"Greenport, NY",1895-11-23,1895.0,11,23,Sandy Hook Romer Shoal,,,41.4218208,-73.2833176,Stranded,Wood,US,55.1,17.3,7.7,39.0,37.05,"Greenport, NY","Fire Island, NY","New York, NY",Maitland,9.0,,0.0,1500.0,300.0,Fish,Sandy Hook,Y,Y,N,#125786; Total loss,41.4218208,-73.2833176
Beatrice,,C C Hutchings,Bark,1873.0,"Sunderland, England",1895-01-25,1895.0,1,25,Spermaceti Cove LSS N .5 mi,40.43616,-73.98075,40.4225619,-73.9874105,Stranded,Wood,,130.9,26.6,11.0,295.0,288.0,"Barbados, WI","New York, NY","Wilmington, DE",Brown,8.0,,0.0,2000.0,0.0,,Spermaceti Cove #2,A,Y,N,#86409; Total loss,40.43616,-73.98075
Stephen Woolsey,,,Schooner,1884.0,"New London, CT",1895-02-09,1895.0,2,9,Little Egg Inlet,,,39.4917259,-74.3162211,Stranded in ice,,,50.8,18.1,6.5,33.0,31.0,"New York, NY",,Fishing trip,Scherer,8.0,,0.0,3500.0,150.0,Fish,Little Egg Inlet,N,N,N,#115987; Refloated,39.4917259,-74.3162211
Luman,,,Steamship,1889.0,,1895-05-06,1895.0,5,6,Monmouth Beach LSS S .5 mi,,,40.3303883,-73.9815262,Stranded in fog,Steel,England,294.0,37.7,26.6,2357.0,1554.0,"Liverpool, England","Shields, England","New York, NY",Nicholson,35.0,,0.0,70000.0,,,,N,N,N,#96305; Refloated,40.3303883,-73.9815262
Pathfinder,,,Sloop - Yacht,1881.0,"Islip, NY",1895-09-09,1895.0,9,9,Sandy Hook,,,41.4218208,-73.2833176,Stranded,,,27.0,12.6,2.5,5.27,5.01,"New York, NY",,Cruising,,3.0,,0.0,300.0,,,Sandy Hook,,,N,#150247,41.4218208,-73.2833176
Mary Emma (1895),,,Sloop,1874.0,"New York, NY",1895-09-01,1895.0,9,1,Monmouth Beach LSS S 1.5 mi,40.31998,-73.97485,40.3303883,-73.9815262,Dismasted; grounded,,US,42.3,15.6,4.5,15.73,14.95,"Dennis, MA","Atlantic City, NJ","Sandy Hook, NJ",Conill,2.0,,0.0,300.0,,,Monmouth Beach,A,Y,N,#90606; Total loss,40.31998,-73.97485
F P Stoy,,,Motor vessel,1894.0,"Atlantic City, NJ",1895-11-27,1895.0,11,27,Absecon bar,,,39.4284503,-74.4957076,Stranded,,,46.2,12.3,3.6,15.0,13.0,"Somers Point, NJ","Atlantic City, NJ",Florida,Anderson,9.0,,0.0,3000.0,,,Atlantic City #27,,,N,#120975,39.4284503,-74.4957076
Federalist,,,Sloop - Yacht,1880.0,"Islip, NY",1895-08-28,1895.0,8,28,Barnegat Inlet North side,,,39.7660179,-74.1016824,Grounded,Wood,,45.0,15.3,4.7,20.32,19.31,"New York, NY","Bayhead, NJ","Sandy Hook, NJ",Wooley,3.0,,0.0,3000.0,,,,N,N,N,#120393 Refloated; no loss,39.7660179,-74.1016824
Charles L Davenport (1895),Asbury Fountain,,Schooner,1890.0,"Thomaston, ME",1895-10-27,1895.0,10,27,Tathams Beach South End,,,-,-,Stranded,,US,190.9,38.2,18.8,1032.03,980.43,"Thomaston, ME","Providence, RI","Philadelphia, PA",Watt,9.0,,0.0,60000.0,,,"Tothams, Hereford, Holly Beach",N,N,N,#126607; Refloated,,
Irrawaddy,,,Steamer 3 masted,1873.0,"Dumbarton, England",1895-11-09,1895.0,11,9,Deal LSS S .75 mi,,,-,-,Grounded in fog,Steel,England,350.8,36.3,27.1,2622.0,2480.0,"Glasgow, Scotland","Trinidad, BWI","New York, NY",Beyer,50.0,14.0,0.0,175000.0,125000.0,"Asphalt, cocoa, sugar",Deal,N,N,Y,Refloated,,
Mary Alice,,,Sloop,1875.0,"Patchogue, NY",1895-08-22,1895.0,8,22,Hereford Inlet South bar,,,39.01094,-74.7834445,Stranded,,,41.0,15.5,4.0,13.0,12.73,"Bridgeton, NJ","Bridgeton, NJ",Fishing trip,Ludlam,20.0,,0.0,1000.0,,,Hereford Inlet & Tathams,N,N,N,#90747; Refloated,39.01094,-74.7834445
John Anna (1895),,,Schooner,1866.0,"Somers Point, NJ",1895-05-09,1895.0,5,9,Great Egg LSS S 2 mi,,,33.1949189,-97.0970432,Stranded,,,52.5,18.7,4.5,29.36,27.89,"Somers Point, NJ","Tuckahoe, NJ","New York, NY",Bailey,2.0,0.0,0.0,500.0,150.0,Wood,Great Egg,N,N,N,#12906; Refloated,33.1949189,-97.0970432
Edward Waite,,,Schooner 3 masted,1872.0,"Bath, ME",1896-03-24,1896.0,3,24,Ocean City Pecks Beach NE 1.5 mi,,,39.2776156,-74.5746001,,,,128.9,32.6,14.8,479.98,455.98,"Portland, ME","Turks Is., West Indies","Providence, RI",York,8.0,,0.0,5000.0,2000.0,Salt,Pecks Beach,Y,Y,N,#8834; Total Loss,39.2776156,-74.5746001
Alice Belle,,,Schooner,1877.0,"Bath, ME",1896-05-16,1896.0,5,16,Ocean City LSS E 1.25 mi,39.28255,-74.53782,38.3365032,-75.0849058,Stranded,,US,127.0,32.0,8.0,277.0,264.0,"New London, CT","Gardiner, ME","Ocean City, NJ",Chadwick,6.0,0.0,0.0,3500.0,800.0,Ice,Ocean City,A,,N,#105156,39.28255,-74.53782
Moonbeam,,,Schooner,,,1896-01-09,1896.0,1,9,Spermaceti Cove NE 2.5 mi,,,-,-,Stranded,,,140.9,31.9,20.9,695.59,641.81,"Boston, MA","Philadelphia, PA","Boston, MA",,6.0,,0.0,12000.0,4000.0,Coal,,,,N,#17319,,
Bonita (1896),,,Schooner,1863.0,"Kennebunkport, ME",1896-09-10,1896.0,9,10,Little Egg Harbor LSS S 1.25 mi,,,39.6204823,-74.319235,Grounded,,,42.8,15.3,5.6,18.67,17.74,"Gloucester, MA","Chincoteague, VA","New York, NY",Price,4.0,,0.0,1500.0,255.0,Wood,Little Egg,N,N,N,#2561; Refloated,39.6204823,-74.319235
John W Linnel,,,Schooner,1890.0,"Madison, CT",1896-01-27,1896.0,1,27,Avalon LSS E 1 mi,,,-,-,Stranded,,,193.0,35.4,18.2,995.0,945.18,"Boston, MA","New Haven, CT","Philadelphia, PA",Handy,9.0,,0.0,32000.0,,,Avalon & Townsends Inlet,N,N,N,#76918; Refloated,,
Asenath A Shaw (1896),,Joseph Holmes,Schooner,1878.0,"Wilmington, DE",1896-02-06,1896.0,2,6,Brigantine LSS S 300 yds,,,39.4101171,-74.3645906,Stranded,Wood,US,155.0,35.5,15.6,557.26,529.4,"Philadelphia, PA","Providence, RI","Baltimore, MD",Morgan,7.0,0.0,0.0,,,,Brigantine,N,N,N,#105770; Refloated 7 months later,39.4101171,-74.3645906
Sea King (1896),,,Tug steam,1892.0,"Philadelphia, PA",1896-01-27,1896.0,1,27,Avalon LSS E 1 mi,39.09809,-74.70141,-,-,Stranded,,US,92.6,21.0,10.0,123.26,61.63,"Philadelphia, PA","New York, NY","Philadelphia, PA",Gregg,8.0,,0.0,30000.0,,,Avalon & Townsends Inlet,A,,N,"#116485; Towing ""John W Linner""",39.09809,-74.70141
Sarah and Lucy,,,Schooner,1874.0,"Ware Creek, VA",1896-03-04,1896.0,3,4,Turtle Gut Inlet,,,-,-,Stranded,,,114.0,33.2,9.0,252.42,239.8,"New York, NY","New York, NY","Scotland, VA",Rutter,7.0,,,2000.0,,,,N,N,N,#115303; Refloated,,
Thomas Thomas,,,Schooner,1867.0,"Beaufort, NC",1896-03-15,1896.0,3,15,Absecon bar,,,39.4284503,-74.4957076,Stranded,,,67.4,19.7,5.0,43.67,41.5,"Chincoteague, VA","Hampton, VA","Atlantic City, NJ",Harris,4.0,,0.0,1800.0,500.0,Oysters,,N,N,N,Refloated,39.4284503,-74.4957076
Charles L Mitchell,,,Schooner,1881.0,"New Haven, CT",1896-03-23,1896.0,3,23,Cold Spring Inlet North bar,,,-,-,Stranded in snow storm,,,154.2,35.8,10.6,597.04,567.19,"Boston, MA","Port of Spain, Trinidad","New York, NY",George W Frost,9.0,,0.0,10000.0,7000.0,Asphalt,"Cold Spring, Turtle Gut, Cape May",N,N,N,#125938; Refloated,,
Jerome B Look,,,Schooner 3 masted,1890.0,"Columbia Falls, ME",1896-04-04,1896.0,4,4,Little Egg Harbor shoal,,,39.6204823,-74.319235,Grounded in gale,Wood,US,135.7,32.2,10.7,361.24,343.18,"New York, NY","New York, NY","Newport News, VA",Hodgkins,5.0,,0.0,16000.0,,,Little Beach,N,N,N,#76912; Refloated,39.6204823,-74.319235
Jonathan Sawyer,,B Frank Nealy,Schooner 3 masted,1886.0,"Bath, ME",1896-03-19,1896.0,3,19,Sandy Hook SE .75 mi,,,41.4218208,-73.2833176,Stranded,Wood,US,140.0,33.3,10.3,399.15,378.2,"Portsmouth, NH","Macoris, WI","New York, NY",Reynolds,7.0,,0.0,12000.0,30000.0,500 ton sugar,Sandy Hook,N,N,N,#76617; Refloated,41.4218208,-73.2833176
Ella R Simpson,,,Schooner,1887.0,"Milford, DE",1896-11-15,1896.0,11,15,Little Beach LSS E .75 mi,39.45780,-74.30772,-,-,Grounded,Wood,US,81.0,23.4,5.6,83.39,79.33,"Wilmington, DE","Milford, DE","Little Egg Harbor, NJ",Dickerson,4.0,,0.0,3000.0,,,Little Beach,A,Y,N,#135966; Refloated,39.4578,-74.30772
Foyle,,J Nourse,,1874.0,"Sunderland, England",1896-01-25,1896.0,1,25,Monmouth Beach LSS E .25 mi,40.34174,-73.96876,40.3303883,-73.9815262,Stranded,,England,243.0,38.8,24.2,1598.0,1528.0,"London, England","Calcutta, India","New York, NY",Hopps,27.0,,0.0,20000.0,50000.0,"jute, saltpeter, & ginger",,A,,N,#70642,40.34174,-73.96876
St Paul,Knoxville,American Line,Steamship,1895.0,"Philadelphia, PA",1896-01-25,1896.0,1,25,Monmouth Beach LSS S 2 mi,,,40.3303883,-73.9815262,Stranded in fog,Steel,US,535.5,63.0,26.8,11629.0,5874.0,"New York, NY","Southampton, England","New York, NY",Jamison,630.0,,0.0,2750000.0,1800000.0,General,"Monmouth Beach, Long Branch, Seabright",N,N,Y,#116693; Refloated,40.3303883,-73.9815262
Grace K Green,,,Schooner,1884.0,"Portsmouth, NH",1896-12-15,1896.0,12,15,Deal Beach,,,40.2512782,-73.9921853,Abandoned after collision,Wood,,140.0,34.0,12.2,405.63,385.35,"Portsmouth, NH","Philadelphia, PA","New Haven, CT",,8.0,,1.0,,,Coal,,Y,Y,N,#85835; Total loss,40.2512782,-73.9921853
Palistine (1896),,,Schooner,1865.0,"Greenport, NY",1896-05-03,1896.0,5,3,Ocean City LSS SSE 1 mi,39.26740,-74.55258,38.3365032,-75.0849058,Grounded,,,55.0,16.3,5.5,31.0,29.0,"Chincoteague, VA","Hampton, VA","Atlantic City, NJ",Clark,3.0,,0.0,1000.0,500.0,Oysters,Ocean City,A,Y,N,#20005; Total loss,39.2674,-74.55258
Lizzie Henderson (1896),,Commonwealth Transportation Co,Steamship,1876.0,"Philadelphia, PA",1896-02-20,1896.0,2,20,Five Fathom Bank Lightship,,,-32.1944444,115.6113889,Leaking,Wood,,129.0,23.0,18.0,281.0,179.15,"Philadelphia, PA","Wilmington, DE","New York, NY",W S Willets,20.0,,0.0,17000.0,10500.0,200 ton iron,,,,N,#140212,-32.1944444,115.6113889
Samuel C Holmes (1896),,,Schooner,,,1896-11-23,1896.0,11,23,Little Egg LSS S .5 m,,,-,-,Stranded,,,79.6,25.0,5.8,79.0,,"Wilmington, DE","New York, NY","Atlantic City, NJ",Evans,5.0,,,3000.0,420.0,Brick,,N,N,N,Refloated,,
John B Coyle,,,Schooner,1891.0,"Bath, ME",1896-07-28,1896.0,7,28,Hereford Inlet LSS SE 1 mi,,,39.01094,-74.7834445,Stranded; Captain error,,,155.3,34.3,16.8,685.16,607.31,"Portland, ME","Philadelphia, PA","Portland, ME",Welsh,8.0,,0.0,38000.0,5000.0,Coal,Hereford,N,N,N,#76952; Refloated,39.01094,-74.7834445
Thomas J Stewart,,I K Stetson,Barkentine,1890.0,"Brewer, ME",1896-09-09,1896.0,9,9,Sandy Hook E,,,41.4218208,-73.2833176,Lost at sea,Wood,US,167.9,36.4,19.0,844.0,,"Bangor, ME","Weehawlen, NJ","Boston, MA",L C Blake,,,,,,1400 ton coal,,Y,Y,N,#145562; Believed capsized in hurricane,41.4218208,-73.2833176
Diamond State (1896),,,Sloop,1852.0,"South Milford, DE",,1896.0,7,,Cape May LSS E 1.75 mi,38.92918,-74.92743,38.9351125,-74.9060053,Stranded,Wood,,60.0,22.3,4.6,51.59,49.02,"New York, NY","Lewes, DE",,,1.0,,0.0,200.0,50.0,Peaches,Cape May,A,Y,N,#6288; Total loss,38.92918,-74.92743
Susie H Davidson,,,Schooner,1883.0,"Camden, NJ",1896-02-11,1896.0,2,11,Cape May LSS NW 1.5 mi,,,38.9351125,-74.9060053,Stranded in hurricane,,,149.7,35.3,14.3,546.74,519.14,"Bridgeton, NJ","Perth Amboy, NJ","Fernandina, FL",D C Powell,8.0,,0.0,10000.0,5000.0,,Cape May,N,N,N,"#115444; Towed to Camden, NJ",38.9351125,-74.9060053
Imperial,,,Schooner - Barge,1867.0,"Quincy, MA",1896-04-01,1896.0,4,1,Cedar Creek LSS S .75 mi,,,44.3642066,-85.4169211,Stranded,Wood,US,188.7,38.0,23.5,1332.0,1288.0,"Boston, MA","Boston, MA","Newport News, VA",Lewis,5.0,,0.0,14000.0,0.0,possibly coal,Cedar Creek & Forked River,N,N,Y,"#12435; Almost a total loss; In tow of ""Santuit""",44.3642066,-85.4169211
Thomas B Garland,,,Schooner,1881.0,"Bath, ME",1896-05-08,1896.0,5,8,Great Egg Harbor,,,39.2914894,-74.5917278,Stranded,,,126.6,32.0,11.4,319.13,303.17,"Portsmouth, NH","Gardiner, ME","Ocean City, NJ",Coleman,6.0,,0.0,6500.0,100.0,Ice,"Ocean City, South Atlantic City, Gret Egg",N,N,N,#145252; Refloated after off-loading ice,39.2914894,-74.5917278
Edward M Hartshorn (1896),,,Sloop,1884.0,"Highlands, NY",1896-09-19,1896.0,9,19,Cape May LSS W .75 mi,,,38.9351125,-74.9060053,Stranded,Wood,US,38.0,15.0,8.4,28.55,27.13,"Somers Point, NJ",Delaware Bay,Fishing trip,Adams,5.0,,0.0,2500.0,50.0,Fish,,N,N,N,#135798; Refloated,38.9351125,-74.9060053
